,id,retweet_count,favorite_count
990,707995814724026368,1209,3293
991,708026248782585858,2078,4621
992,708109389455101952,584,2042
993,708119489313951744,1053,2841
994,708130923141795840,908,3585
995,708149363256774660,1663,4517
996,708349470027751425,793,2489
997,708356463048204288,1451,3820
998,708469915515297792,886,3255
999,708479650088034305,730,2697
1000,708711088997666817,789,2701
1001,708738143638450176,881,2894
1002,708810915978854401,7516,17446
1003,708834316713893888,543,1798
1004,708845821941387268,969,3142
1005,709042156699303936,1778,5031
1006,709158332880297985,449,2161
1007,709198395643068416,689,2550
1008,709207347839836162,6305,13340
1009,709225125749587968,620,2533
1010,709409458133323776,749,2769
1011,709449600415961088,640,2352
1012,709519240576036864,258,1574
1013,709556954897764353,1145,3472
1014,709566166965075968,1303,3740
1015,709852847387627521,1289,3694
1016,709901256215666688,106,710
1017,709918798883774466,1155,3147
1018,710117014656950272,2144,5808
1019,710140971284037632,965,2926
1020,710153181850935296,964,3070
1021,710269109699739648,1218,2542
1022,710272297844797440,1360,4783
1023,710283270106132480,558,2250
1024,710588934686908417,2028,4814
1025,710658690886586372,608,2443
1026,710833117892898816,581,2842
1027,710844581445812225,741,2688
1028,710997087345876993,1500,4812
1029,711008018775851008,671,3163
1030,711306686208872448,794,3504
1031,711363825979756544,1222,3860
1032,711652651650457602,989,4088
1033,711694788429553666,19717,34723
1034,711732680602345472,4450,9402
1035,711743778164514816,1067,3003
1036,711968124745228288,2492,8513
1037,711998809858043904,136,0
1038,712065007010385924,668,2399
1039,712085617388212225,521,3423
1040,712092745624633345,970,3110
1041,712097430750289920,1114,4013
1042,712438159032893441,1686,5618
1043,712668654853337088,1312,4395
1044,712717840512598017,5397,13072
1045,712809025985978368,7256,19641
1046,713175907180089344,1566,4717
1047,713177543487135744,3061,7604
1048,713411074226274305,1394,4660
1049,713761197720473600,1486,5159
1050,713900603437621249,805,2984
1051,713919462244790272,837,3459
1052,714141408463036416,1506,4541
1053,714214115368108032,944,2397
1054,714251586676113411,907,3450
1055,714258258790387713,774,3170
1056,714606013974974464,1006,3825
1057,714631576617938945,1080,3455
1058,714957620017307648,1530,4369
1059,714982300363173890,1112,3960
1060,715009755312439296,1329,4400
1061,715200624753819648,2032,5412
1062,715220193576927233,706,2546
1063,715342466308784130,736,3188
1064,715360349751484417,1695,5780
1065,715680795826982913,1748,4573
1066,715696743237730304,1388,4119
1067,715733265223708672,1830,4932
1068,715928423106027520,945,3368
1069,716080869887381504,1873,5152
1070,716285507865542656,1170,2931
1071,716439118184652801,231,2494
1072,716791146589110272,1495,5845
1073,716802964044845056,1264,4506
1074,717009362452090881,1049,3456
1075,717047459982213120,2052,6615
1076,717421804990701568,910,3326
1077,717537687239008257,1989,6077
1078,717790033953034240,1217,3048
1079,717841801130979328,642,2587
1080,718234618122661888,1081,4087
1081,718246886998687744,537,2037
1082,718454725339934721,1626,5143
1083,718460005985447936,573,2860
1084,718540630683709445,1091,2629
1085,718613305783398402,519,2577
1086,718631497683582976,8722,19972
1087,718939241951195136,1898,5521
1088,718971898235854848,1183,3683
1089,719332531645071360,1031,3602
1090,719339463458033665,1350,4663
1091,719367763014393856,797,2946
1092,719551379208073216,2087,5336
1093,719704490224398336,1567,4820
1094,719991154352222208,1887,5100
1095,720043174954147842,2166,5168
1096,720059472081784833,1219,4108
1097,720340705894408192,1048,3033
1098,720389942216527872,2719,6768
1099,720415127506415616,1608,4356
1100,720775346191278080,734,2622
1101,720785406564900865,840,3293
1102,721001180231503872,661,2668
1103,721503162398597120,2020,4921
1104,722613351520608256,1762,5228
1105,722974582966214656,1698,4344
1106,723179728551723008,2022,5585
1107,723673163800948736,960,3198
1108,723688335806480385,3213,8143
1109,723912936180330496,1317,4106
1110,724004602748780546,1704,4424
1111,724046343203856385,598,2812
1112,724049859469295616,1905,4574
1113,724405726123311104,1777,5603
1114,724771698126512129,691,2502
1115,724983749226668032,1405,3908
1116,725729321944506368,1924,5486
1117,725786712245440512,1462,4402
1118,725842289046749185,2855,7439
1119,726224900189511680,1250,4665
1120,726828223124897792,1088,3749
1121,726887082820554753,1624,4048
1122,726935089318363137,2648,7272
1123,727175381690781696,1479,4093
1124,727286334147182592,877,3213
1125,727314416056803329,806,3509
1126,727524757080539137,1320,4722
1127,727644517743104000,1889,6233
1128,727685679342333952,687,3104
1129,728015554473250816,1185,4327
1130,728035342121635841,1803,4804
1131,728046963732717569,1266,4552
1132,728387165835677696,1033,3876
1133,728409960103686147,2172,5197
1134,728653952833728512,1123,3503
1135,728751179681943552,732,2942
1136,728760639972315136,1834,4937
1137,728986383096946689,883,3345
1138,729113531270991872,354,1993
1139,729463711119904772,2484,6140
1140,729823566028484608,1333,4209
1141,729838605770891264,414,1800
1142,729854734790754305,1208,4256
1143,730196704625098752,2076,5166
1144,730211855403241472,1140,4046
1145,730427201120833536,1123,3662
1146,730573383004487680,2329,5205
1147,730924654643314689,2139,6478
1148,731156023742988288,1372,4056
1149,731285275100512256,1064,3688
1150,732005617171337216,5897,15787
1151,732375214819057664,2721,8554
1152,732585889486888962,832,3897
1153,732726085725589504,957,3737
1154,732732193018155009,579,2580
1155,733109485275860992,17413,47237
1156,733460102733135873,1383,4453
1157,733482008106668032,1026,3327
1158,733822306246479872,1091,3888
1159,733828123016450049,838,3803
1160,734776360183431168,585,2654
1161,734787690684657664,6805,13304
1162,734912297295085568,557,2901
1163,735137028879360001,1048,3316
1164,735256018284875776,958,3546
1165,735274964362878976,5487,13781
1166,735635087207878657,2560,6550
1167,735648611367784448,1185,4245
1168,735991953473572864,1245,3819
1169,736010884653420544,3226,8383
1170,736225175608430592,2994,8609
1171,736365877722001409,1357,4228
1172,736736130620620800,1880,4579
1173,737310737551491075,8023,15563
1174,737322739594330112,876,3818
1175,737445876994609152,4835,10920
1176,737678689543020544,1451,5340
1177,737800304142471168,3749,10584
1178,737826014890496000,1917,5577
1179,738156290900254721,712,2682
1180,738166403467907072,3702,9322
1181,738184450748633089,1316,4575
1182,738402415918125056,920,3464
1183,738537504001953792,1695,5394
1184,738883359779196928,880,3543
1185,738885046782832640,1236,3996
1186,739238157791694849,62820,121804
1187,739485634323156992,3185,7631
1188,739544079319588864,23235,42126
1189,739606147276148736,1800,5710
1190,739844404073074688,924,4014
1191,739932936087216128,1171,4296
1192,739979191639244800,6412,21152
1193,740214038584557568,2133,7096
1194,740359016048689152,925,3500
1195,740365076218183684,472,2635
1196,740373189193256964,14442,36852
1197,740676976021798912,7384,19240
1198,740699697422163968,842,3000
1199,740711788199743490,1010,3614
1200,740995100998766593,2999,6800
1201,741067306818797568,3349,10000
1202,741303864243200000,3504,9303
1203,741438259667034112,907,3891
1204,741743634094141440,2998,8674
1205,741793263812808706,1639,4836
1206,742150209887731712,1693,5461
1207,742161199639494656,1487,4599
1208,742385895052087300,2159,7209
1209,742423170473463808,4127,10442
1210,742465774154047488,4215,7691
1211,742528092657332225,2162,4716
1212,743210557239623680,1475,4069
1213,743222593470234624,2065,6580
1214,743253157753532416,1312,4494
1215,743510151680958465,4007,8385
1216,743545585370791937,1016,3741
1217,743595368194129920,7123,19605
1218,743609206067040256,1494,4764
1219,743895849529389061,1038,3866
1220,743980027717509120,1180,4407
1221,744234799360020481,84456,163674
1222,744334592493166593,2323,7187
1223,744709971296780288,1690,5945
1224,744971049620602880,2926,8366
1225,744995568523612160,679,3169
1226,745057283344719872,2478,7692
1227,745314880350101504,3013,7610
1228,745422732645535745,2644,9122
1229,745433870967832576,2763,7550
1230,745712589599014916,2528,7427
1231,745789745784041472,1162,4297
1232,746056683365994496,892,3774
1233,746131877086527488,2393,7340
1234,746369468511756288,1796,6565
1235,746507379341139972,1173,4929
1236,746726898085036033,1947,6422
1237,746790600704425984,1728,5177
1238,746818907684614144,1876,5637
1239,746872823977771008,2338,6374
1240,746906459439529985,325,3074
1241,747103485104099331,4355,10194
1242,747204161125646336,1000,3600
1243,747219827526344708,1723,5625
1244,747461612269887489,1127,4121
1245,747512671126323200,1723,5912
1246,747594051852075008,1149,3927
1247,747600769478692864,597,2465
1248,747816857231626240,1268,5171
1249,747844099428986880,814,2993
1250,747885874273214464,1078,3146
1251,747933425676525569,2783,7066
1252,747963614829678593,2342,6170
1253,748307329658011649,778,3908
1254,748324050481647620,835,3949
1255,748346686624440324,1343,5575
1256,748568946752774144,730,2324
1257,748575535303884801,2174,6460
1258,748692773788876800,1450,4518
1259,748699167502000129,1748,5048
1260,748705597323898880,1030,2946
1261,748932637671223296,2465,6234
1262,748977405889503236,3718,11433
1263,749036806121881602,850,3303
1264,749064354620928000,1647,5106
1265,749317047558017024,2422,5861
1266,749395845976588288,3783,9183
1267,749403093750648834,598,2798
1268,749417653287129088,1823,6516
1269,749774190421639168,1431,4957
1270,749981277374128128,2679,5453
1271,749996283729883136,882,3227
1272,750011400160841729,995,3461
1273,750026558547456000,862,2892
1274,750041628174217216,675,3389
1275,750056684286914561,974,3345
1276,750071704093859840,3646,8383
1277,750086836815486976,595,2315
1278,750101899009982464,920,3242
1279,750117059602808832,1422,4613
1280,750132105863102464,1388,3876
1281,750147208377409536,1056,3304
1282,750383411068534784,1239,4851
1283,750429297815552001,4713,14076
1284,750506206503038976,1258,4762
1285,750719632563142656,5521,14095
1286,750868782890057730,1517,5112
1287,751132876104687617,1429,5432
1288,751205363882532864,2004,6745
1289,751251247299190784,6426,13349
1290,751456908746354688,1089,3416
1291,751538714308972544,1390,5380
1292,751583847268179968,1222,4713
1293,751598357617971201,3316,8441
1294,751830394383790080,2142,6200
1295,751937170840121344,1468,5569
1296,752173152931807232,2023,6365
1297,752309394570878976,18250,0
1298,752334515931054080,1205,4082
1299,752519690950500352,3767,7898
1300,752660715232722944,1724,4715
1301,752682090207055872,1758,6418
1302,752917284578922496,1719,7361
1303,753026973505581056,1063,4163
1304,753294487569522689,1141,3638
1305,753375668877008896,2554,8158
1306,753398408988139520,2103,6195
1307,753420520834629632,3902,8463
1308,753655901052166144,2387,6253
1309,754120377874386944,2555,8381
1310,754449512966619136,805,4006
1311,754482103782404096,2138,5682
1312,754747087846248448,572,2752
1313,754856583969079297,2768,7362
1314,754874841593970688,8798,0
1315,755110668769038337,12130,22710
1316,755206590534418437,5895,17630
1317,755955933503782912,3160,7861
1318,756275833623502848,1681,6900
1319,756288534030475264,19184,45745
1320,756303284449767430,1187,4236
1321,756526248105566208,3969,11134
1322,756651752796094464,1445,5429
1323,756939218950160384,2203,7116
1324,756998049151549440,2181,6710
1325,757354760399941633,1559,4835
1326,757393109802180609,1915,6250
1327,757400162377592832,7493,16230
1328,757596066325864448,1164,4656
1329,757597904299253760,321,0
1330,757611664640446465,1224,4875
1331,757725642876129280,1336,4850
1332,757729163776290825,8903,0
1333,757741869644341248,3566,7376
1334,758041019896193024,412,2900
1335,758355060040593408,1191,3674
1336,758405701903519748,2109,5567
1337,758467244762497024,2444,5144
1338,758474966123810816,1086,4097
1339,758740312047005698,1752,6126
1340,758828659922702336,4200,11971
1341,758854675097526272,982,3801
1342,759047813560868866,2211,6986
1343,759099523532779520,4598,15573
1344,759159934323924993,1290,0
1345,759197388317847553,2126,6492
1346,759447681597108224,2692,9101
1347,759557299618865152,1286,5040
1348,759566828574212096,23235,0
1349,759793422261743616,2091,6388
1350,759846353224826880,2182,7210
1351,759923798737051648,6243,15734
1352,760190180481531904,1990,6112
1353,760252756032651264,948,4222
1354,760290219849637889,12613,28712
1355,760539183865880579,3982,8123
1356,760641137271070720,1416,5307
1357,760656994973933572,2112,7087
1358,760893934457552897,1066,4093
1359,761004547850530816,3806,12099
1360,761227390836215808,1707,5703
1361,761292947749015552,1208,4800
1362,761334018830917632,1597,5587
1363,761371037149827077,19717,0
1364,761599872357261312,1292,4425
1365,761672994376806400,31911,53097
1366,761745352076779520,940,4561
1367,761750502866649088,4340,0
1368,761976711479193600,2220,5805
1369,762035686371364864,17167,34319
1370,762316489655476224,1239,5175
1371,762464539388485633,4643,11103
1372,762471784394268675,7162,12126
1373,762699858130116608,3988,13073
1374,763103485927849985,2499,7894
1375,763183847194451968,1622,5802
1376,763837565564780549,4587,13540
1377,764259802650378240,1668,6495
1378,764857477905154048,1948,6892
1379,765222098633691136,3715,12474
1380,765371061932261376,2366,7605
1381,765395769549590528,3732,28304
1382,765669560888528897,1339,5572
1383,765719909049503744,2374,7777
1384,766008592277377025,540,4005
1385,766069199026450432,956,4593
1386,766078092750233600,2855,0
1387,766313316352462849,2075,7278
1388,766423258543644672,1755,6465
1389,766693177336135680,868,4328
1390,766793450729734144,1495,5457
1391,767122157629476866,3146,10876
1392,767191397493538821,4202,13197
1393,767500508068192258,2566,8044
1394,767754930266464257,5936,17206
1395,767884188863397888,1546,5094
1396,768193404517830656,3899,11711
1397,768473857036525572,3784,14643
1398,768596291618299904,1405,5394
1399,768609597686943744,1335,4418
1400,768855141948723200,983,4513
1401,768970937022709760,7215,15487
1402,769212283578875904,1894,5790
1403,769695466921623552,1832,6873
1404,769940425801170949,10648,33831
1405,770069151037685760,2543,8151
1406,770093767776997377,3349,0
1407,770293558247038976,1645,6703
1408,770414278348247044,2271,6765
1409,770655142660169732,1920,7878
1410,770772759874076672,1563,5581
1411,770787852854652928,1353,5338
1412,771014301343748096,1825,7392
1413,771102124360998913,1579,6704
1414,771136648247640064,3227,9890
1415,771171053431250945,8352,0
1416,771380798096281600,5637,11320
1417,771500966810099713,2892,8893
1418,771770456517009408,3751,12926
1419,772102971039580160,1018,4307
1420,772114945936949249,520,2912
1421,772117678702071809,806,4028
1422,772152991789019136,1235,4063
1423,772193107915964416,1529,6460
1424,772581559778025472,1868,6966
1425,772615324260794368,3715,0
1426,772826264096874500,2569,8578
1427,772877495989305348,4287,9243
1428,773191612633579521,4541,10759
1429,773247561583001600,3552,10126
1430,773308824254029826,8251,24993
1431,773547596996571136,6821,23743
1432,773670353721753600,1435,5730
1433,773704687002451968,1815,7104
1434,773922284943896577,1915,6886
1435,773985732834758656,4303,11569
1436,774314403806253056,6183,23430
1437,774639387460112384,1922,7230
1438,774757898236878852,1960,9194
1439,775085132600442880,5233,16745
1440,775364825476165632,3306,8011
1441,775729183532220416,5062,13912
1442,775733305207554048,4441,14910
1443,775842724423557120,2969,12617
1444,775898661951791106,17413,0
1445,776088319444877312,167,1977
1446,776113305656188928,4820,12668
1447,776201521193218049,2791,10338
1448,776218204058357768,17689,32369
1449,776477788987613185,3110,9552
1450,776813020089548800,1339,5259
1451,776819012571455488,15215,0
1452,777189768882946048,4801,15431
1453,777621514455814149,2763,9459
1454,777641927919427584,4713,0
1455,777684233540206592,3267,12105
1456,777885040357281792,1820,6854
1457,778027034220126208,1802,7082
1458,778039087836069888,2922,9149
1459,778286810187399168,3677,11213
1460,778383385161035776,1220,6298
1461,778396591732486144,13574,0
1462,778408200802557953,4829,14721
1463,778624900596654080,1122,5019
1464,778650543019483137,1655,6231
1465,778748913645780993,1479,7443
1466,778990705243029504,8086,21621
1467,779056095788752897,5022,15970
1468,779123168116150273,4041,12742
1469,779377524342161408,3448,9523
1470,779834332596887552,7879,20530
1471,780192070812196864,2479,9402
1472,780459368902959104,1181,5700
1473,780476555013349377,129,0
1474,780496263422808064,4127,0
1475,780543529827336192,1920,6805
1476,780601303617732608,3696,13038
1477,780800785462489090,1443,5951
1478,780858289093574656,2214,7767
1479,780931614150983680,8159,23362
1480,781163403222056960,3028,10540
1481,781251288990355457,2331,9107
1482,781524693396357120,6161,22398
1483,781661882474196992,3004,11287
1484,781955203444699136,3736,11996
1485,782021823840026624,6943,0
1486,782305867769217024,6187,18011
1487,782598640137187329,2090,8406
1488,782722598790725632,6003,18648
1489,782747134529531904,1553,8064
1490,782969140009107456,8186,26072
1491,783085703974514689,2469,8805
1492,783334639985389568,13050,31617
1493,783347506784731136,6244,0
1494,783391753726550016,6138,18260
1495,783466772167098368,2508,9138
1496,783695101801398276,3581,11291
1497,783821107061198850,2191,7967
1498,783839966405230592,12028,32529
1499,784431430411685888,1424,6155
1500,784517518371221505,2823,9705
1501,784826020293709826,3583,10960
1502,785170936622350336,5412,13095
1503,785264754247995392,1826,7858
1504,785533386513321988,2238,9859
1505,785639753186217984,2467,8451
1506,785872687017132033,2029,7235
1507,785927819176054784,3525,12292
1508,786036967502913536,7879,0
1509,786233965241827333,5321,16583
1510,786363235746385920,3905,11805
1511,786595970293370880,3452,10180
1512,786664955043049472,2865,11551
1513,786709082849828864,6784,19698
1514,786963064373534720,8913,28784
1515,787322443945877504,1942,8433
1516,787397959788929025,3157,11747
1517,787717603741622272,3097,11051
1518,787810552592695296,3398,9395
1519,788039637453406209,1481,6659
1520,788070120937619456,3806,0
1521,788150585577050112,1448,6662
1522,788178268662984705,2366,7842
1523,788412144018661376,5908,16876
1524,788765914992902144,11488,29713
1525,788908386943430656,13819,29672
1526,789137962068021249,3113,10522
1527,789268448748703744,2881,9874
1528,789530877013393408,3767,12750
1529,789599242079838210,2163,7338
1530,789628658055020548,1983,8155
1531,789986466051088384,2590,10023
1532,790277117346975746,3577,13596
1533,790337589677002753,2084,8479
1534,790581949425475584,7997,22424
1535,790698755171364864,2127,8883
1536,790723298204217344,2590,0
1537,790946055508652032,5235,17994
1538,790987426131050500,2388,10729
1539,791026214425268224,4587,0
1540,791312159183634433,2837,9522
1541,791406955684368384,4592,14226
1542,791672322847637504,3493,12739
1543,792050063153438720,2005,7790
1544,792394556390137856,4780,14616
1545,792773781206999040,1876,7965
1546,792883833364439040,4758,12262
1547,792913359805018113,4488,15563
1548,793120401413079041,4358,13763
1549,793135492858580992,2780,7011
1550,793150605191548928,1905,6693
1551,793165685325201412,3101,10194
1552,793180763617361921,2221,7504
1553,793195938047070209,6274,16562
1554,793210959003287553,3145,9685
1555,793226087023144960,3193,10666
1556,793241302385262592,3665,11412
1557,793256262322548741,9301,21662
1558,793271401113350145,2637,9369
1559,793286476301799424,10282,26710
1560,793500921481273345,2660,11601
1561,793601777308463104,1826,8646
1562,793614319594401792,3493,0
1563,793845145112371200,2095,9975
1564,793962221541933056,5463,18246
1565,794205286408003585,3693,9976
1566,794332329137291264,2950,10369
1567,794355576146903043,11488,0
1568,794926597468000259,2584,11147
1569,794983741416415232,3767,0
1570,795076730285391872,6054,17597
1571,795400264262053889,3199,10958
1572,795464331001561088,26583,54035
1573,796031486298386433,4120,11712
1574,796080075804475393,2588,9149
1575,796116448414461957,2703,9852
1576,796149749086875649,15974,35083
1577,796177847564038144,15974,0
1578,796387464403357696,4651,11932
1579,796484825502875648,1962,8215
1580,796759840936919040,3414,12875
1581,796865951799083009,2122,8314
1582,797236660651966464,7399,21700
1583,797545162159308800,5419,15718
1584,797971864723324932,3503,12630
1585,798209839306514432,2848,11253
1586,798340744599797760,3751,0
1587,798628517273620480,2193,0
1588,798644042770751489,2066,0
1589,798665375516884993,4337,0
1590,798673117451325440,6206,0
1591,798694562394996736,5538,0
1592,798697898615730177,7256,0
1593,798925684722855936,1601,8053
1594,798933969379225600,5000,14274
1595,799063482566066176,2743,8773
1596,799297110730567681,3089,10751
1597,799422933579902976,2132,8703
1598,799757965289017345,2411,9099
1599,799774291445383169,5233,0
1600,800018252395122689,14698,30756
1601,800141422401830912,2855,16570
1602,800388270626521089,3130,12077
1603,800443802682937345,4820,0
1604,800459316964663297,2402,10233
1605,800513324630806528,3355,14233
1606,800751577355128832,3097,11382
1607,801115127852503040,2327,8748
1608,801167903437357056,6650,26560
1609,801285448605831168,928,6564
1610,801538201127157760,2298,8875
1611,801958328846974976,1905,8352
1612,802239329049477120,2906,9822
1613,802265048156610565,1517,6924
1614,802323869084381190,6523,17593
1615,802572683846291456,2799,9680
1616,802624713319034886,3267,0
1617,802952499103731712,2239,9767
1618,803276597545603072,2757,10855
1619,803380650405482500,2071,8383
1620,803638050916102144,4624,11907
1621,803692223237865472,8285,0
1622,803773340896923648,3090,10873
1623,804026241225523202,18073,48306
1624,804413760345620481,3583,0
1625,804738756058218496,4301,14872
1626,805207613751304193,1898,8422
1627,805487436403003392,2823,9481
1628,805520635690676224,1845,6203
1629,805826884734976000,2042,7127
1630,805932879469572096,2126,8943
1631,805958939288408065,6003,0
1632,806219024703037440,1337,6944
1633,806242860592926720,13050,0
1634,806542213899489280,2639,11042
1635,806629075125202948,38923,81325
1636,807010152071229440,4254,14079
1637,807059379405148160,8186,0
1638,807106840509214720,60382,121918
1639,807621403335917568,4111,15766
1640,808001312164028416,3933,13591
1641,808106460588765185,2435,9419
1642,808134635716833280,6650,0
1643,808501579447930884,2895,12204
1644,808733504066486276,2409,8544
1645,808838249661788160,3381,10913
1646,809084759137812480,3903,14278
1647,809220051211603969,6266,21548
1648,809448704142938112,1635,7487
1649,809808892968534016,5463,0
1650,809920764300447744,4340,16742
1651,810254108431155201,3733,15869
1652,810284430598270976,12719,38324
1653,810657578271330305,2941,11840
1654,810896069567610880,1990,9776
1655,810984652412424192,1591,5756
1656,811386762094317568,7125,22579
1657,811627233043480576,3493,13841
1658,811744202451197953,1792,8146
1659,811985624773361665,1563,7839
1660,812372279581671427,4087,14794
1661,812466873996607488,2142,8632
1662,812503143955202048,1364,6560
1663,812709060537683968,1594,7147
1664,812781120811126785,2126,8177
1665,813051746834595840,8154,22615
1666,813066809284972545,2164,8588
1667,813081950185472002,3082,10654
1668,813096984823349248,4013,11355
1669,813112105746448384,3067,11165
1670,813127251579564032,3482,12799
1671,813142292504645637,2626,9073
1672,813157409116065792,2463,8360
1673,813172488309972993,2129,10075
1674,813187593374461952,4859,21407
1675,813202720496779264,2001,9896
1676,813217897535406080,8109,20170
1677,813800681631023104,1958,9010
1678,813812741911748608,15588,39204
1679,813910438903693312,2096,10013
1680,813944609378369540,3577,0
1681,814153002265309185,9666,31018
1682,814530161257443328,2059,9345
1683,814638523311648768,3011,12174
1684,814986499976527872,1436,8238
1685,815390420867969024,4227,11161
1686,815639385530101762,1835,8859
1687,815736392542261248,2517,10602
1688,815966073409433600,9451,24211
1689,815990720817401858,1162,5385
1690,816014286006976512,5897,0
1691,816091915477250048,2389,9616
1692,816336735214911488,2170,9268
1693,816450570814898180,9014,32953
1694,816697700272001025,2448,10566
1695,816816676327063552,2259,10760
1696,816829038950027264,5235,0
1697,817056546584727552,1831,9226
1698,817120970343411712,2908,13095
1699,817171292965273600,2232,9401
1700,817181837579653120,9451,0
1701,817415592588222464,1072,6058
1702,817423860136083457,16643,36885
1703,817536400337801217,3366,12707
1704,817777686764523521,2958,11520
1705,817827839487737858,30077,55868
1706,818145370475810820,2885,13226
1707,818259473185828864,2536,11861
1708,818536468981415936,2749,11749
1709,818588835076603904,6821,0
1710,818614493328580609,2864,10615
1711,818627210458333184,8256,23884
1712,819004803107983360,40595,92918
1713,819006400881917954,20941,48535
1714,819015331746349057,20941,0
1715,819015337530290176,40595,0
1716,819227688460238848,7404,24850
1717,819347104292290561,1334,7762
1718,819588359383371776,2180,10296
1719,819711362133872643,3478,14469
1720,819924195358416896,5361,13834
1721,819952236453363712,1311,5713
1722,820078625395449857,6950,21276
1723,820314633777061888,627,3583
1724,820446719150292993,2855,0
1725,820690176645140481,3566,13116
1726,820749716845686786,10992,33904
1727,821044531881721856,2533,13597
1728,821107785811234820,2356,10315
1729,821149554670182400,2224,9383
1730,821407182352777218,4821,12646
1731,821522889702862852,1954,8609
1732,821765923262631936,1844,9043
1733,821813639212650496,3696,0
1734,821886076407029760,2588,12194
1735,822244816520155136,10893,37633
1736,822462944365645825,16258,30621
1737,822489057087389700,7079,19474
1738,822610361945911296,3272,15848
1739,822647212903690241,7079,0
1740,822859134160621569,2519,14159
1741,822872901745569793,48514,142029
1742,822975315408461824,3798,18549
1743,823269594223824897,10893,0
1744,823322678127919110,4439,16903
1745,823581115634085888,2926,13970
1746,823699002998870016,2664,13480
1747,823939628516474880,2994,11422
1748,824297048279236611,4263,16108
1749,824325613288833024,11457,12618
1750,824663926340194305,1918,10789
1751,824775126675836928,3894,16021
1752,824796380199809024,6054,0
1753,825026590719483904,1421,6803
1754,825147591692263424,5040,19589
1755,825535076884762624,18966,55724
1756,825829644528148480,2741,13625
1757,825876512159186944,2056,11200
1758,826115272272650244,3450,16775
1759,826204788643753985,1028,5216
1760,826240494070030336,2851,14191
1761,826476773533745153,4618,19695
1762,826598365270007810,2584,10768
1763,826848821049180160,11286,39046
1764,826958653328592898,5514,23105
1765,827199976799354881,2463,11306
1766,827324948884643840,3372,16983
1767,827600520311402496,1042,7909
1768,827653905312006145,3305,16490
1769,827933404142436356,5745,21521
1770,828011680017821696,2360,11068
1771,828046555563323392,3152,12565
1772,828372645993398273,3226,13385
1773,828376505180889089,1169,7895
1774,828381636999917570,2438,13490
1775,828408677031882754,1409,8158
1776,828409743546925057,1265,6710
1777,828650029636317184,1479,10149
1778,828708714936930305,12336,39090
1779,828770345708580865,6467,27287
1780,829011960981237760,17817,56545
1781,829141528400556032,8148,26182
1782,829374341691346946,10237,36950
1783,829449946868879360,2226,11159
1784,829501995190984704,11654,33863
1785,829861396166877184,2151,13055
1786,829878982036299777,5514,0
1787,830097400375152640,3308,10490
1788,830583320585068544,18493,71342
1789,830956169170665475,1644,8501
1790,831262627380748289,2251,12673
1791,831309418084069378,2675,12472
1792,831315979191906304,1224,6946
1793,831322785565769729,1669,9772
1794,831552930092285952,2516,9590
1795,831650051525054464,2138,7644
1796,831670449226514432,1992,11119
1797,831911600680497154,7150,29462
1798,831939777352105988,6729,25549
1799,832032802820481025,5105,18996
1800,832040443403784192,10648,0
1801,832215726631055365,10282,0
1802,832273440279240704,2555,12032
1803,832369877331693569,3484,18229
1804,832397543355072512,2439,12705
1805,832636094638288896,3065,16883
1806,832757312314028032,3968,17893
1807,832769181346996225,40,0
1808,832998151111966721,2428,14149
1809,833124694597443584,5292,21473
1810,833479644947025920,2261,15800
1811,833722901757046785,3499,21971
1812,833826103416520705,3759,16300
1813,833863086058651648,2630,14248
1814,834086379323871233,2420,13874
1815,834167344700198914,3963,16727
1816,834209720923721728,5241,21897
1817,834458053273591808,1826,10210
1818,834574053763584002,2767,14544
1819,834786237630337024,5972,22435
1820,834931633769889797,1802,11505
1821,835152434251116546,3300,23855
1822,835172783151792128,6269,27724
1823,835264098648616962,1856,8238
1824,835297930240217089,3262,17405
1825,835574547218894849,3954,18880
1826,836001077879255040,4684,20282
1827,836260088725786625,4671,22551
1828,836380477523124226,3214,15618
1829,836677758902222849,2423,13365
1830,836753516572119041,5022,20399
1831,836989968035819520,2496,13494
1832,837110210464448512,2610,16974
1833,837366284874571778,5759,22396
1834,837471256429613056,2507,13556
1835,837482249356513284,481,4061
1836,837820167694528512,8569,36222
1837,838083903487373313,3425,18669
1838,838476387338051585,5234,23929
1839,838561493054533637,1438,11545
1840,838916489579200512,36,0
1841,838921590096166913,2253,11819
1842,839239871831150596,7120,28763
1843,839290600511926273,154,0
1844,839549326359670784,8440,29098
1845,839990271299457024,2494,14187
1846,840268004936019968,6205,20370
1847,840370681858686976,4937,17396
1848,840632337062862849,1901,9476
1849,840696689258311684,1068,12983
1850,841077006473256960,5741,24181
1851,841314665196081154,5087,16708
1852,841439858740625411,3973,13328
1853,841680585030541313,8375,27009
1854,841833993020538882,16643,0
1855,842115215311396866,3273,14764
1856,842163532590374912,6269,25791
1857,842535590457499648,3783,19044
1858,842765311967449089,1373,7106
1859,842846295480000512,3874,16014
1860,843235543001513987,6547,22634
1861,843604394117681152,2965,17768
1862,843856843873095681,4990,22527
1863,844223788422217728,2368,14329
1864,844580511645339650,3387,17321
1865,844704788403113984,11146,40716
1866,844973813909606400,3460,15892
1867,844979544864018432,2783,14330
1868,845306882940190720,5805,24501
1869,845397057150107648,1955,8009
1870,845677943972139009,5142,26342
1871,845812042753855489,9416,30774
1872,846042936437604353,3105,16778
1873,846153765933735936,9750,33260
1874,846514051647705089,12477,46862
